bill_id,bill_date,customer_id,customer_name,whatsapp_number,product_barcode,product_name,category,sub_category,quantity,unit_price,subtotal
239,2026-04-23 22:02:29,98,Yash Joshi,9337970581,8906000000138,Surf Excel Detergent Regular 2kg,Laundry & Cleaning,Detergent,3,535.5,1606.5
239,2026-04-23 22:02:29,98,Yash Joshi,9337970581,8906000000048,Kissan Jam Lite 200g,Tea Coffee Breakfast,Jam,2,55.0,110.0
239,2026-04-23 22:02:29,98,Yash Joshi,9337970581,8906000000038,Orbit Mints Original 10pc,Checkout Essentials,Mints,2,144.4,288.8
239,2026-04-23 22:02:29,98,Yash Joshi,9337970581,8906000000007,Amul Paneer Lite 200g,Dairy & Bakery,Paneer,3,68.6,205.8
240,2026-01-02 09:09:29,73,Siddhi Patil,9271026767,8906000000298,Local Bakery Bread Jumbo 700g,Dairy & Bakery,Bread,1,61.75,61.75
240,2026-01-02 09:09:29,73,Siddhi Patil,9271026767,8906000000320,Gowardhan Butter Mini 100g,Dairy & Bakery,Butter,2,242.0,484.0
240,2026-01-02 09:09:29,73,Siddhi Patil,9271026767,8906000000466,Tops Jam Premium 500g,Tea Coffee Breakfast,Jam,1,188.1,188.1
240,2026-01-02 09:09:29,73,Siddhi Patil,9271026767,8906000000396,Dabur Amla Hair Oil Regular 500ml,Hair Care,Hair Oil,1,306.9,306.9
240,2026-01-02 09:09:29,73,Siddhi Patil,9271026767,8906000000317,Wagh Bakri Tea Family Pack 1kg,Tea Coffee Breakfast,Tea,1,149.6,149.6
240,2026-01-02 09:09:29,73,Siddhi Patil,9271026767,8906000000241,Del Monte Pasta Premium 500g,Instant Foods,Pasta,1,79.98,79.98
241,2026-05-22 23:05:29,76,Neha Joshi,9709962543,8906000000487,Aashirvaad Atta Regular 5kg,Staples,Atta,1,333.9,333.9
241,2026-05-22 23:05:29,76,Neha Joshi,9709962543,8906000000134,Patanjali Ghee Lite 1L,Cooking Essentials,Ghee,1,588.0,588.0
241,2026-05-22 23:05:29,76,Neha Joshi,9709962543,8906000000367,Pachranga Pickles Lite 200g,Cooking Essentials,Pickles,1,137.2,137.2
241,2026-05-22 23:05:29,76,Neha Joshi,9709962543,8906000000236,Colgate Toothpaste Value Pack 80g,Oral Care,Toothpaste,2,137.2,274.4
241,2026-05-22 23:05:29,76,Neha Joshi,9709962543,8906000000402,Kissan Jam Family Pack 200g,Tea Coffee Breakfast,Jam,1,240.24,240.24
241,2026-05-22 23:05:29,76,Neha Joshi,9709962543,8906000000008,Kinley Water Classic 500ml,Frozen & Beverages,Water,1,33.95,33.95
241,2026-05-22 23:05:29,76,Neha Joshi,9709962543,8906000000271,Patanjali Honey Premium 500g,Tea Coffee Breakfast,Honey,2,69.35,138.7
241,2026-05-22 23:05:29,76,Neha Joshi,9709962543,8906000000120,Ponds Moisturizer Value Pack 200ml,Skin & Body Care,Moisturizer,2,88.35,176.7
242,2026-04-04 21:04:29,19,Sai Joshi,9113599660,8906000000093,Kellogg's Oats Family Pack 1kg,Tea Coffee Breakfast,Oats,1,162.0,162.0
242,2026-04-04 21:04:29,19,Sai Joshi,9113599660,8906000000186,Mother Dairy Ghee Value Pack 500ml,Cooking Essentials,Ghee,1,512.54,512.54
242,2026-04-04 21:04:29,19,Sai Joshi,9113599660,8906000000233,Everest Masala Regular 200g,Cooking Essentials,Masala,1,29.4,29.4
242,2026-04-04 21:04:29,19,Sai Joshi,9113599660,8906000000433,Kurkure Chips Regular 52g,Biscuits & Snacks,Chips,2,19.53,39.06
243,2026-01-06 21:49:29,33,Kunal Chandak,9215149409,8906000000236,Colgate Toothpaste Value Pack 80g,Oral Care,Toothpaste,1,137.2,137.2
243,2026-01-06 21:49:29,33,Kunal Chandak,9215149409,8906000000277,Colgate Toothbrush Lite 1pc,Oral Care,Toothbrush,4,70.2,280.8
243,2026-01-06 21:49:29,33,Kunal Chandak,9215149409,8906000000421,Listerine Mouthwash Original 250ml,Oral Care,Mouthwash,1,90.25,90.25
243,2026-01-06 21:49:29,33,Kunal Chandak,9215149409,8906000000287,Everest Masala Lite 50g,Cooking Essentials,Masala,1,179.52,179.52
243,2026-01-06 21:49:29,33,Kunal Chandak,9215149409,8906000000426,Closeup Mouthwash Jumbo 250ml,Oral Care,Mouthwash,3,209.0,627.0
243,2026-01-06 21:49:29,33,Kunal Chandak,9215149409,8906000000447,Nestle Chocolates Premium 100g,Checkout Essentials,Chocolates,3,206.8,620.4
243,2026-01-06 21:49:29,33,Kunal Chandak,9215149409,8906000000096,Tide Detergent Lite 2kg,Laundry & Cleaning,Detergent,1,159.6,159.6
243,2026-01-06 21:49:29,33,Kunal Chandak,9215149409,8906000000195,Gowardhan Butter Mini 500g,Dairy & Bakery,Butter,1,154.88,154.88
244,2026-04-04 02:13:29,119,Neha Patil,9460401424,8906000000298,Local Bakery Bread Jumbo 700g,Dairy & Bakery,Bread,2,61.75,123.5
244,2026-04-04 02:13:29,119,Neha Patil,9460401424,8906000000195,Gowardhan Butter Mini 500g,Dairy & Bakery,Butter,1,154.88,154.88
244,2026-04-04 02:13:29,119,Neha Patil,9460401424,8906000000354,Tops Jam Mini 200g,Tea Coffee Breakfast,Jam,1,171.0,171.0
244,2026-04-04 02:13:29,119,Neha Patil,9460401424,8906000000362,Local Farm Eggs Value Pack 12pc,Dairy & Bakery,Eggs,1,88.35,88.35
244,2026-04-04 02:13:29,119,Neha Patil,9460401424,8906000000047,Farm Fresh Eggs Lite 6pc,Dairy & Bakery,Eggs,1,47.5,47.5
244,2026-04-04 02:13:29,119,Neha Patil,9460401424,8906000000344,Eveready Batteries Regular 4pc,Checkout Essentials,Batteries,1,86.4,86.4
245,2026-02-08 00:46:29,142,Kunal Rathi,9832102192,8906000000487,Aashirvaad Atta Regular 5kg,Staples,Atta,2,333.9,667.8
245,2026-02-08 00:46:29,142,Kunal Rathi,9832102192,8906000000134,Patanjali Ghee Lite 1L,Cooking Essentials,Ghee,1,588.0,588.0
245,2026-02-08 00:46:29,142,Kunal Rathi,9832102192,8906000000367,Pachranga Pickles Lite 200g,Cooking Essentials,Pickles,1,137.2,137.2
245,2026-02-08 00:46:29,142,Kunal Rathi,9832102192,8906000000091,Amul Butter Family Pack 100g,Dairy & Bakery,Butter,1,80.08,80.08
245,2026-02-08 00:46:29,142,Kunal Rathi,9832102192,8906000000084,Colgate Toothbrush Fresh 1pc,Oral Care,Toothbrush,1,79.2,79.2
245,2026-02-08 00:46:29,142,Kunal Rathi,9832102192,8906000000073,Amul Cheese Mini 200g,Dairy & Bakery,Cheese,2,227.85,455.7
246,2026-03-10 22:47:29,94,Sai Patil,9579423873,8906000000349,Treat Cream Biscuits Value Pack 150g,Biscuits & Snacks,Cream Biscuits,1,29.4,29.4
246,2026-03-10 22:47:29,94,Sai Patil,9579423873,8906000000151,India Gate Rice Premium 10kg,Staples,Rice,2,347.82,695.64
246,2026-03-10 22:47:29,94,Sai Patil,9579423873,8906000000191,Weikfield Pasta Fresh 500g,Instant Foods,Pasta,1,199.95,199.95
247,2026-01-02 05:50:29,33,Kunal Chandak,9215149409,8906000000236,Colgate Toothpaste Value Pack 80g,Oral Care,Toothpaste,2,137.2,274.4
247,2026-01-02 05:50:29,33,Kunal Chandak,9215149409,8906000000017,Pepsodent Toothbrush Family Pack 4pc,Oral Care,Toothbrush,1,67.5,67.5
247,2026-01-02 05:50:29,33,Kunal Chandak,9215149409,8906000000426,Closeup Mouthwash Jumbo 250ml,Oral Care,Mouthwash,1,209.0,209.0
247,2026-01-02 05:50:29,33,Kunal Chandak,9215149409,8906000000481,Garnier Face Wash Regular 150g,Skin & Body Care,Face Wash,3,172.05,516.15
248,2026-03-12 21:10:29,105,Om Maheshwari,9525680656,8906000000303,Knorr Noodles Regular 140g,Instant Foods,Noodles,3,55.0,165.0
248,2026-03-12 21:10:29,105,Om Maheshwari,9525680656,8906000000064,Kissan Sauces Mini 200g,Cooking Essentials,Sauces,3,106.82,320.46
248,2026-03-12 21:10:29,105,Om Maheshwari,9525680656,8906000000183,Knorr Soup Regular 45g,Instant Foods,Soup,1,279.3,279.3
248,2026-03-12 21:10:29,105,Om Maheshwari,9525680656,8906000000084,Colgate Toothbrush Fresh 1pc,Oral Care,Toothbrush,1,79.2,79.2
248,2026-03-12 21:10:29,105,Om Maheshwari,9525680656,8906000000471,Nippo Batteries Classic 4pc,Checkout Essentials,Batteries,1,41.85,41.85
248,2026-03-12 21:10:29,105,Om Maheshwari,9525680656,8906000000287,Everest Masala Lite 50g,Cooking Essentials,Masala,2,179.52,359.04
248,2026-03-12 21:10:29,105,Om Maheshwari,9525680656,8906000000313,Yippee Noodles Value Pack 280g,Instant Foods,Noodles,3,38.95,116.85
248,2026-03-12 21:10:29,105,Om Maheshwari,9525680656,8906000000168,Yippee Noodles Mini 140g,Instant Foods,Noodles,1,61.75,61.75
249,2026-04-26 23:46:29,68,Sneha Rathi,9270369249,8906000000096,Tide Detergent Lite 2kg,Laundry & Cleaning,Detergent,1,159.6,159.6
249,2026-04-26 23:46:29,68,Sneha Rathi,9270369249,8906000000121,Ezee Fabric Care Family Pack 1L,Laundry & Cleaning,Fabric Care,2,37.84,75.68
249,2026-04-26 23:46:29,68,Sneha Rathi,9270369249,8906000000334,Mr Muscle Floor Cleaner Premium 500ml,Laundry & Cleaning,Floor Cleaner,3,137.2,411.6
249,2026-04-26 23:46:29,68,Sneha Rathi,9270369249,8906000000247,MTR Ready To Eat Family Pack 500g,Instant Foods,Ready To Eat,2,272.0,544.0
250,2026-01-31 06:04:29,24,Saanvi Jain,9755752250,8906000000092,Real Juices Value Pack 200ml,Frozen & Beverages,Juices,1,106.02,106.02
250,2026-01-31 06:04:29,24,Saanvi Jain,9755752250,8906000000433,Kurkure Chips Regular 52g,Biscuits & Snacks,Chips,2,19.53,39.06
250,2026-01-31 06:04:29,24,Saanvi Jain,9755752250,8906000000238,Local Mill Poha Family Pack 500g,Staples,Poha,1,178.6,178.6
250,2026-01-31 06:04:29,24,Saanvi Jain,9755752250,8906000000454,Hide & Seek Cream Biscuits Family Pack 100g,Biscuits & Snacks,Cream Biscuits,1,58.2,58.2
250,2026-01-31 06:04:29,24,Saanvi Jain,9755752250,8906000000414,4700BC Popcorn Family Pack 70g,Biscuits & Snacks,Popcorn,1,260.4,260.4
251,2026-03-01 09:09:29,93,Om Jain,9337976627,8906000000251,Pillsbury Atta Mini 5kg,Staples,Atta,1,93.0,93.0
251,2026-03-01 09:09:29,93,Om Jain,9337976627,8906000000163,Patanjali Ghee Regular 500ml,Cooking Essentials,Ghee,1,534.47,534.47
251,2026-03-01 09:09:29,93,Om Jain,9337976627,8906000000051,Priya Pickles Jumbo 200g,Cooking Essentials,Pickles,1,88.0,88.0
251,2026-03-01 09:09:29,93,Om Jain,9337976627,8906000000237,ITC Master Chef Frozen Snacks Original 400g,Frozen & Beverages,Frozen Snacks,1,154.0,154.0
252,2026-06-30 06:46:29,66,Yash Agrawal,9957865436,8906000000403,Madhur Sugar Lite 5kg,Staples,Sugar,2,195.3,390.6
252,2026-06-30 06:46:29,66,Yash Agrawal,9957865436,8906000000160,Bisk Farm Cookies Family Pack 200g,Biscuits & Snacks,Cookies,1,39.6,39.6
252,2026-06-30 06:46:29,66,Yash Agrawal,9957865436,8906000000288,Comfort Fabric Care Classic 1L,Laundry & Cleaning,Fabric Care,2,245.1,490.2
252,2026-06-30 06:46:29,66,Yash Agrawal,9957865436,8906000000365,Act II Popcorn Mini 30g,Biscuits & Snacks,Popcorn,2,80.75,161.5
252,2026-06-30 06:46:29,66,Yash Agrawal,9957865436,8906000000168,Yippee Noodles Mini 140g,Instant Foods,Noodles,1,61.75,61.75
253,2026-05-28 00:36:29,143,Om Gangan,9847129618,8906000000068,Bourbon Cream Biscuits Fresh 150g,Biscuits & Snacks,Cream Biscuits,1,69.75,69.75
253,2026-05-28 00:36:29,143,Om Gangan,9847129618,8906000000305,Rin Detergent Premium 2kg,Laundry & Cleaning,Detergent,1,416.5,416.5
253,2026-05-28 00:36:29,143,Om Gangan,9847129618,8906000000132,MTR Ready To Eat Premium 500g,Instant Foods,Ready To Eat,1,191.09,191.09
254,2026-06-10 09:27:29,23,Om Chandak,9354116597,8906000000475,Maggi Noodles Fresh 140g,Instant Foods,Noodles,2,110.67,221.34
254,2026-06-10 09:27:29,23,Om Chandak,9354116597,8906000000045,Ching's Sauces Fresh 500g,Cooking Essentials,Sauces,1,176.7,176.7
254,2026-06-10 09:27:29,23,Om Chandak,9354116597,8906000000282,Knorr Soup Fresh 45g,Instant Foods,Soup,1,126.1,126.1
254,2026-06-10 09:27:29,23,Om Chandak,9354116597,8906000000043,Sunfeast Dark Fantasy Cookies Lite 120g,Biscuits & Snacks,Cookies,1,103.5,103.5
254,2026-06-10 09:27:29,23,Om Chandak,9354116597,8906000000110,Bisleri Water Value Pack 1L,Frozen & Beverages,Water,2,22.5,45.0
254,2026-06-10 09:27:29,23,Om Chandak,9354116597,8906000000462,Gowardhan Curd Mini 1kg,Dairy & Bakery,Curd,2,208.74,417.48
254,2026-06-10 09:27:29,23,Om Chandak,9354116597,8906000000395,Amul Milk Lite 500ml,Dairy & Bakery,Milk,1,61.75,61.75
254,2026-06-10 09:27:29,23,Om Chandak,9354116597,8906000000372,Continental Coffee Mini 200g,Tea Coffee Breakfast,Coffee,2,375.25,750.5
255,2026-03-18 00:37:29,120,Aarav Maheshwari,9201137984,8906000000225,Onion 1kg,Fruits & Vegetables,Fresh Vegetables,2,55.1,110.2
255,2026-03-18 00:37:29,120,Aarav Maheshwari,9201137984,8906000000132,MTR Ready To Eat Premium 500g,Instant Foods,Ready To Eat,2,191.09,382.18
255,2026-03-18 00:37:29,120,Aarav Maheshwari,9201137984,8906000000269,Cornitos Popcorn Jumbo 30g,Biscuits & Snacks,Popcorn,1,88.2,88.2
256,2026-05-16 21:06:29,108,Kunal Rathi,9808662813,8906000000223,Mother Dairy Milk Mini 500ml,Dairy & Bakery,Milk,1,59.85,59.85
256,2026-05-16 21:06:29,108,Kunal Rathi,9808662813,8906000000020,Continental Coffee Lite 100g,Tea Coffee Breakfast,Coffee,1,157.52,157.52
256,2026-05-16 21:06:29,108,Kunal Rathi,9808662813,8906000000382,Ponds Face Wash Fresh 150g,Skin & Body Care,Face Wash,4,180.5,722.0
256,2026-05-16 21:06:29,108,Kunal Rathi,9808662813,8906000000220,Kellogg's Cereal Regular 1kg,Tea Coffee Breakfast,Cereal,5,117.04,585.2
256,2026-05-16 21:06:29,108,Kunal Rathi,9808662813,8906000000230,Navratna Talcum Powder Regular 300g,Skin & Body Care,Talcum Powder,3,90.25,270.75
257,2026-02-20 05:00:29,129,Siddhi Joshi,9561372308,8906000000410,Whisper Sanitary Care Premium 15pc,Baby & Household,Sanitary Care,3,64.0,192.0
257,2026-02-20 05:00:29,129,Siddhi Joshi,9561372308,8906000000117,Dinshaw's Milk Original 1L,Dairy & Bakery,Milk,2,38.72,77.44
257,2026-02-20 05:00:29,129,Siddhi Joshi,9561372308,8906000000196,Closeup Mouthwash Regular 250ml,Oral Care,Mouthwash,2,22.0,44.0
258,2026-02-06 04:44:29,104,Pooja Jain,9397429250,8906000000411,Wagh Bakri Tea Jumbo 1kg,Tea Coffee Breakfast,Tea,1,525.0,525.0
258,2026-02-06 04:44:29,104,Pooja Jain,9397429250,8906000000451,Dhampur Sugar Family Pack 1kg,Staples,Sugar,2,123.2,246.4
258,2026-02-06 04:44:29,104,Pooja Jain,9397429250,8906000000478,Britannia Tiger Glucose Biscuits Regular 80g,Biscuits & Snacks,Glucose Biscuits,1,10.45,10.45
258,2026-02-06 04:44:29,104,Pooja Jain,9397429250,8906000000361,Fiama Body Wash Value Pack 500ml,Skin & Body Care,Body Wash,1,89.1,89.1
258,2026-02-06 04:44:29,104,Pooja Jain,9397429250,8906000000026,Duracell Batteries Regular 4pc,Checkout Essentials,Batteries,1,248.31,248.31
258,2026-02-06 04:44:29,104,Pooja Jain,9397429250,8906000000202,Spinach 1 bunch,Fruits & Vegetables,Leafy Vegetables,1,36.26,36.26
259,2026-06-02 21:15:29,3,Vivaan Agrawal,9202032650,8906000000055,Amul Butter Lite 100g,Dairy & Bakery,Butter,2,291.0,582.0
259,2026-06-02 21:15:29,3,Vivaan Agrawal,9202032650,8906000000022,McCain Frozen Snacks Jumbo 400g,Frozen & Beverages,Frozen Snacks,1,171.0,171.0
259,2026-06-02 21:15:29,3,Vivaan Agrawal,9202032650,8906000000253,Act II Popcorn Jumbo 30g,Biscuits & Snacks,Popcorn,1,186.0,186.0
260,2026-03-01 21:46:29,27,Riya Agrawal,9703824073,8906000000399,Garnier Face Wash Lite 50g,Skin & Body Care,Face Wash,1,167.4,167.4
260,2026-03-01 21:46:29,27,Riya Agrawal,9703824073,8906000000260,Saffola Salt Salt Fresh 1kg,Staples,Salt,4,48.0,192.0
260,2026-03-01 21:46:29,27,Riya Agrawal,9703824073,8906000000482,Tata Sampann Dal Original 500g,Staples,Dal,1,177.51,177.51
260,2026-03-01 21:46:29,27,Riya Agrawal,9703824073,8906000000199,Tops Jam Value Pack 500g,Tea Coffee Breakfast,Jam,1,223.25,223.25
261,2026-06-25 02:44:29,114,Pooja Sharma,9798632106,8906000000087,Pomegranate 1kg,Fruits & Vegetables,Fresh Fruits,1,80.75,80.75
261,2026-06-25 02:44:29,114,Pooja Sharma,9798632106,8906000000325,Nippo Batteries Fresh 2pc,Checkout Essentials,Batteries,2,220.0,440.0
262,2026-03-23 01:25:29,60,Sneha Verma,9092550213,8906000000001,Bisleri Water Regular 2L,Frozen & Beverages,Water,1,13.5,13.5
262,2026-03-23 01:25:29,60,Sneha Verma,9092550213,8906000000458,Gemini Edible Oil Lite 1L,Cooking Essentials,Edible Oil,1,595.0,595.0
263,2026-05-26 02:36:29,81,Siddhi Patil,9251293110,8906000000081,Oral-B Toothbrush Value Pack 1pc,Oral Care,Toothbrush,3,93.1,279.3
264,2026-01-22 01:48:29,13,Yash Kale,9237245018,8906000000313,Yippee Noodles Value Pack 280g,Instant Foods,Noodles,1,38.95,38.95
264,2026-01-22 01:48:29,13,Yash Kale,9237245018,8906000000279,Del Monte Sauces Mini 1kg,Cooking Essentials,Sauces,1,61.6,61.6
264,2026-01-22 01:48:29,13,Yash Kale,9237245018,8906000000282,Knorr Soup Fresh 45g,Instant Foods,Soup,4,126.1,504.4
264,2026-01-22 01:48:29,13,Yash Kale,9237245018,8906000000325,Nippo Batteries Fresh 2pc,Checkout Essentials,Batteries,1,220.0,220.0
264,2026-01-22 01:48:29,13,Yash Kale,9237245018,8906000000456,Nataraj Stationery Value Pack 10pc,Baby & Household,Stationery,2,161.1,322.2
264,2026-01-22 01:48:29,13,Yash Kale,9237245018,8906000000317,Wagh Bakri Tea Family Pack 1kg,Tea Coffee Breakfast,Tea,2,149.6,299.2
264,2026-01-22 01:48:29,13,Yash Kale,9237245018,8906000000174,Wheel Detergent Premium 2kg,Laundry & Cleaning,Detergent,2,79.05,158.1
265,2026-01-14 02:26:29,141,Sai Rathi,9704686111,8906000000330,Dove Conditioner Mini 175ml,Hair Care,Conditioner,1,260.4,260.4
265,2026-01-14 02:26:29,141,Sai Rathi,9704686111,8906000000015,Sofy Sanitary Care Premium 30pc,Baby & Household,Sanitary Care,2,95.0,190.0
265,2026-01-14 02:26:29,141,Sai Rathi,9704686111,8906000000468,Parachute Hair Oil Family Pack 200ml,Hair Care,Hair Oil,1,238.48,238.48
266,2026-03-16 07:20:29,101,Riya Maheshwari,9598339914,8906000000034,Dove Shampoo Regular 650ml,Hair Care,Shampoo,1,225.15,225.15
266,2026-03-16 07:20:29,101,Riya Maheshwari,9598339914,8906000000264,Dove Conditioner Lite 340ml,Hair Care,Conditioner,3,302.1,906.3
266,2026-03-16 07:20:29,101,Riya Maheshwari,9598339914,8906000000116,Navratna Hair Oil Mini 100ml,Hair Care,Hair Oil,3,315.25,945.75
266,2026-03-16 07:20:29,101,Riya Maheshwari,9598339914,8906000000143,Hide & Seek Cream Biscuits Mini 150g,Biscuits & Snacks,Cream Biscuits,1,34.0,34.0
267,2026-01-17 22:15:29,73,Siddhi Patil,9271026767,8906000000100,Pillsbury Atta Classic 5kg,Staples,Atta,1,235.0,235.0
267,2026-01-17 22:15:29,73,Siddhi Patil,9271026767,8906000000163,Patanjali Ghee Regular 500ml,Cooking Essentials,Ghee,2,534.47,1068.94
267,2026-01-17 22:15:29,73,Siddhi Patil,9271026767,8906000000262,Pachranga Pickles Regular 1kg,Cooking Essentials,Pickles,1,63.05,63.05
267,2026-01-17 22:15:29,73,Siddhi Patil,9271026767,8906000000316,Harpic Toilet Cleaner Value Pack 1L,Laundry & Cleaning,Toilet Cleaner,1,121.25,121.25
267,2026-01-17 22:15:29,73,Siddhi Patil,9271026767,8906000000457,Patanjali Honey Mini 500g,Tea Coffee Breakfast,Honey,1,26.19,26.19
267,2026-01-17 22:15:29,73,Siddhi Patil,9271026767,8906000000090,Saffola Salt Salt Classic 1kg,Staples,Salt,1,140.0,140.0
267,2026-01-17 22:15:29,73,Siddhi Patil,9271026767,8906000000492,Prestige Kitchen Tools Mini 2pc,Baby & Household,Kitchen Tools,1,204.67,204.67
267,2026-01-17 22:15:29,73,Siddhi Patil,9271026767,8906000000280,MamyPoko Baby Care Family Pack 200ml,Baby & Household,Baby Care,1,252.2,252.2
268,2026-05-06 06:17:29,105,Om Maheshwari,9525680656,8906000000348,Society Tea Premium 1kg,Tea Coffee Breakfast,Tea,1,411.6,411.6
268,2026-05-06 06:17:29,105,Om Maheshwari,9525680656,8906000000403,Madhur Sugar Lite 5kg,Staples,Sugar,1,195.3,195.3
268,2026-05-06 06:17:29,105,Om Maheshwari,9525680656,8906000000478,Britannia Tiger Glucose Biscuits Regular 80g,Biscuits & Snacks,Glucose Biscuits,2,10.45,20.9
268,2026-05-06 06:17:29,105,Om Maheshwari,9525680656,8906000000031,Harpic Toilet Cleaner Classic 500ml,Laundry & Cleaning,Toilet Cleaner,3,130.15,390.45
268,2026-05-06 06:17:29,105,Om Maheshwari,9525680656,8906000000038,Orbit Mints Original 10pc,Checkout Essentials,Mints,5,144.4,722.0
268,2026-05-06 06:17:29,105,Om Maheshwari,9525680656,8906000000280,MamyPoko Baby Care Family Pack 200ml,Baby & Household,Baby Care,1,252.2,252.2
268,2026-05-06 06:17:29,105,Om Maheshwari,9525680656,8906000000199,Tops Jam Value Pack 500g,Tea Coffee Breakfast,Jam,2,223.25,446.5
268,2026-05-06 06:17:29,105,Om Maheshwari,9525680656,8906000000368,Cinthol Talcum Powder Classic 100g,Skin & Body Care,Talcum Powder,1,61.6,61.6
269,2026-05-27 01:00:29,50,Saanvi Joshi,9900631403,8906000000074,Dabur Red Toothpaste Classic 150g,Oral Care,Toothpaste,2,144.0,288.0
269,2026-05-27 01:00:29,50,Saanvi Joshi,9900631403,8906000000017,Pepsodent Toothbrush Family Pack 4pc,Oral Care,Toothbrush,1,67.5,67.5
269,2026-05-27 01:00:29,50,Saanvi Joshi,9900631403,8906000000095,Listerine Mouthwash Family Pack 250ml,Oral Care,Mouthwash,1,148.0,148.0
269,2026-05-27 01:00:29,50,Saanvi Joshi,9900631403,8906000000252,Aashirvaad Salt Salt Mini 1kg,Staples,Salt,1,114.0,114.0
269,2026-05-27 01:00:29,50,Saanvi Joshi,9900631403,8906000000235,Kinley Water Classic 500ml,Frozen & Beverages,Water,2,14.25,28.5
269,2026-05-27 01:00:29,50,Saanvi Joshi,9900631403,8906000000194,Domex Toilet Cleaner Premium 500ml,Laundry & Cleaning,Toilet Cleaner,2,209.25,418.5
269,2026-05-27 01:00:29,50,Saanvi Joshi,9900631403,8906000000389,Beans 1kg,Fruits & Vegetables,Fresh Vegetables,1,53.0,53.0
270,2026-03-23 00:49:29,98,Yash Joshi,9337970581,8906000000147,Vaseline Moisturizer Family Pack 100ml,Skin & Body Care,Moisturizer,1,255.2,255.2
270,2026-03-23 00:49:29,98,Yash Joshi,9337970581,8906000000055,Amul Butter Lite 100g,Dairy & Bakery,Butter,1,291.0,291.0
271,2026-06-10 23:23:29,16,Krish Joshi,9537660144,8906000000113,Wagh Bakri Tea Jumbo 500g,Tea Coffee Breakfast,Tea,1,150.35,150.35
271,2026-06-10 23:23:29,16,Krish Joshi,9537660144,8906000000405,Cello Kitchen Tools Value Pack 2pc,Baby & Household,Kitchen Tools,1,210.7,210.7
272,2026-01-05 08:31:29,18,Ananya Patil,9789969860,8906000000348,Society Tea Premium 1kg,Tea Coffee Breakfast,Tea,2,411.6,823.2
272,2026-01-05 08:31:29,18,Ananya Patil,9789969860,8906000000451,Dhampur Sugar Family Pack 1kg,Staples,Sugar,1,123.2,123.2
272,2026-01-05 08:31:29,18,Ananya Patil,9789969860,8906000000146,Britannia Tiger Glucose Biscuits Premium 250g,Biscuits & Snacks,Glucose Biscuits,3,32.3,96.9
272,2026-01-05 08:31:29,18,Ananya Patil,9789969860,8906000000126,Fortune Dal Fresh 2kg,Staples,Dal,1,242.06,242.06
272,2026-01-05 08:31:29,18,Ananya Patil,9789969860,8906000000003,Bailey Water Lite 1L,Frozen & Beverages,Water,1,20.37,20.37
272,2026-01-05 08:31:29,18,Ananya Patil,9789969860,8906000000327,Pampers Baby Care Family Pack 100ml,Baby & Household,Baby Care,1,227.05,227.05
273,2026-04-10 03:09:29,23,Om Chandak,9354116597,8906000000097,Top Ramen Noodles Original 140g,Instant Foods,Noodles,1,34.3,34.3
273,2026-04-10 03:09:29,23,Om Chandak,9354116597,8906000000064,Kissan Sauces Mini 200g,Cooking Essentials,Sauces,4,106.82,427.28
273,2026-04-10 03:09:29,23,Om Chandak,9354116597,8906000000337,Maggi Soup Fresh 100g,Instant Foods,Soup,1,180.0,180.0
273,2026-04-10 03:09:29,23,Om Chandak,9354116597,8906000000172,Camlin Stationery Jumbo 1pc,Baby & Household,Stationery,3,169.75,509.25
273,2026-04-10 03:09:29,23,Om Chandak,9354116597,8906000000387,Apsara Stationery Classic 1pc,Baby & Household,Stationery,3,240.24,720.72
273,2026-04-10 03:09:29,23,Om Chandak,9354116597,8906000000449,Gowardhan Ghee Classic 1L,Cooking Essentials,Ghee,1,485.76,485.76
273,2026-04-10 03:09:29,23,Om Chandak,9354116597,8906000000289,Santoor Soap Regular 75g,Skin & Body Care,Soap,1,53.0,53.0
274,2026-03-21 23:06:29,109,Ananya Agrawal,9308003700,8906000000374,Fortune Rice Value Pack 10kg,Staples,Rice,2,192.51,385.02
274,2026-03-21 23:06:29,109,Ananya Agrawal,9308003700,8906000000469,24 Mantra Dal Value Pack 500g,Staples,Dal,1,152.24,152.24
274,2026-03-21 23:06:29,109,Ananya Agrawal,9308003700,8906000000193,Catch Masala Original 200g,Cooking Essentials,Masala,1,93.1,93.1
274,2026-03-21 23:06:29,109,Ananya Agrawal,9308003700,8906000000453,Balaji Namkeen Lite 200g,Biscuits & Snacks,Namkeen,1,194.4,194.4
275,2026-04-29 21:25:29,119,Neha Patil,9460401424,8906000000411,Wagh Bakri Tea Jumbo 1kg,Tea Coffee Breakfast,Tea,2,525.0,1050.0
275,2026-04-29 21:25:29,119,Neha Patil,9460401424,8906000000099,Dhampur Sugar Family Pack 1kg,Staples,Sugar,1,201.88,201.88
275,2026-04-29 21:25:29,119,Neha Patil,9460401424,8906000000146,Britannia Tiger Glucose Biscuits Premium 250g,Biscuits & Snacks,Glucose Biscuits,1,32.3,32.3
275,2026-04-29 21:25:29,119,Neha Patil,9460401424,8906000000432,Pril Dishwash Fresh 750ml,Laundry & Cleaning,Dishwash,1,53.35,53.35
275,2026-04-29 21:25:29,119,Neha Patil,9460401424,8906000000083,Eveready Batteries Family Pack 4pc,Checkout Essentials,Batteries,4,166.25,665.0
